company,scope1_value,scope2_value,scope3_value,allscope_value,scope1and2_value,scope1and2_mon,allscope_mon,emissionssource_url,ebitda,ebitdasource_url,ebitda_after_mon_emissions,emissions_over_ebitda
Exxon,92,7,540,639,99,23364000000,"150,744,000,000",,"102,590,000,000",,-48154000000,1465
